# Autogenerated from print_iod script.
IOD Microscopy Bulk Simple Annotations Storage

    CodeValue (0x00080100) ['SH'] ['M'] ['1C']
    CodingSchemeDesignator (0x00080102) ['SH'] ['M'] ['1C']
    CodingSchemeVersion (0x00080103) ['SH'] ['M'] ['1C']
    CodeMeaning (0x00080104) ['LO'] ['M'] ['1']
    LongCodeValue (0x00080119) ['UC'] ['M'] ['1C']
    URNCodeValue (0x00080120) ['UR'] ['M'] ['1C']
    EquivalentCodeSequence (0x00080121) ['SQ'] ['M'] ['3']
      CodeValue (0x00080100) ['SH'] ['M'] ['1C']
      CodingSchemeDesignator (0x00080102) ['SH'] ['M'] ['1C']
      CodingSchemeVersion (0x00080103) ['SH'] ['M'] ['1C']
      CodeMeaning (0x00080104) ['LO'] ['M'] ['1']
      LongCodeValue (0x00080119) ['UC'] ['M'] ['1C']
      URNCodeValue (0x00080120) ['UR'] ['M'] ['1C']
      ContextIdentifier (0x0008010F) ['CS'] ['M'] ['3']
      ContextUID (0x00080117) ['UI'] ['M'] ['3']
      MappingResource (0x00080105) ['CS'] ['M'] ['1C']
      MappingResourceUID (0x00080118) ['UI'] ['M'] ['3']
      MappingResourceName (0x00080122) ['LO'] ['M'] ['3']
      ContextGroupVersion (0x00080106) ['DT'] ['M'] ['1C']
      ContextGroupExtensionFlag (0x0008010B) ['CS'] ['M'] ['3']
      ContextGroupLocalVersion (0x00080107) ['DT'] ['M'] ['1C']
      ContextGroupExtensionCreatorUID (0x0008010D) ['UI'] ['M'] ['1C']
    ContextIdentifier (0x0008010F) ['CS'] ['M'] ['3']
    ContextUID (0x00080117) ['UI'] ['M'] ['3']
    MappingResource (0x00080105) ['CS'] ['M'] ['1C']
    MappingResourceUID (0x00080118) ['UI'] ['M'] ['3']
    MappingResourceName (0x00080122) ['LO'] ['M'] ['3']
    ContextGroupVersion (0x00080106) ['DT'] ['M'] ['1C']
    ContextGroupExtensionFlag (0x0008010B) ['CS'] ['M'] ['3']
    ContextGroupLocalVersion (0x00080107) ['DT'] ['M'] ['1C']
    ContextGroupExtensionCreatorUID (0x0008010D) ['UI'] ['M'] ['1C']
    AnnotationPropertyTypeModifierCodeSequence (0x006A000B) ['SQ'] ['M'] ['3']
      CodeValue (0x00080100) ['SH'] ['M'] ['1C']
      CodingSchemeDesignator (0x00080102) ['SH'] ['M'] ['1C']
      CodingSchemeVersion (0x00080103) ['SH'] ['M'] ['1C']
      CodeMeaning (0x00080104) ['LO'] ['M'] ['1']
      LongCodeValue (0x00080119) ['UC'] ['M'] ['1C']
      URNCodeValue (0x00080120) ['UR'] ['M'] ['1C']
      EquivalentCodeSequence (0x00080121) ['SQ'] ['M'] ['3']
        CodeValue (0x00080100) ['SH'] ['M'] ['1C']
        CodingSchemeDesignator (0x00080102) ['SH'] ['M'] ['1C']
        CodingSchemeVersion (0x00080103) ['SH'] ['M'] ['1C']
        CodeMeaning (0x00080104) ['LO'] ['M'] ['1']
        LongCodeValue (0x00080119) ['UC'] ['M'] ['1C']
        URNCodeValue (0x00080120) ['UR'] ['M'] ['1C']
        ContextIdentifier (0x0008010F) ['CS'] ['M'] ['3']
        ContextUID (0x00080117) ['UI'] ['M'] ['3']
        MappingResource (0x00080105) ['CS'] ['M'] ['1C']
        MappingResourceUID (0x00080118) ['UI'] ['M'] ['3']
        MappingResourceName (0x00080122) ['LO'] ['M'] ['3']
        ContextGroupVersion (0x00080106) ['DT'] ['M'] ['1C']
        ContextGroupExtensionFlag (0x0008010B) ['CS'] ['M'] ['3']
        ContextGroupLocalVersion (0x00080107) ['DT'] ['M'] ['1C']
        ContextGroupExtensionCreatorUID (0x0008010D) ['UI'] ['M'] ['1C']
      ContextIdentifier (0x0008010F) ['CS'] ['M'] ['3']
      ContextUID (0x00080117) ['UI'] ['M'] ['3']
      MappingResource (0x00080105) ['CS'] ['M'] ['1C']
      MappingResourceUID (0x00080118) ['UI'] ['M'] ['3']
      MappingResourceName (0x00080122) ['LO'] ['M'] ['3']
      ContextGroupVersion (0x00080106) ['DT'] ['M'] ['1C']
      ContextGroupExtensionFlag (0x0008010B) ['CS'] ['M'] ['3']
      ContextGroupLocalVersion (0x00080107) ['DT'] ['M'] ['1C']
      ContextGroupExtensionCreatorUID (0x0008010D) ['UI'] ['M'] ['1C']
  NumberOfAnnotations (0x006A000C) ['UL'] ['M'] ['1']
  GraphicType (0x00700023) ['CS'] ['M'] ['1']
  AnnotationAppliesToAllOpticalPaths (0x006A000D) ['CS'] ['M'] ['1']
  ReferencedOpticalPathIdentifier (0x006A000E) ['SH'] ['M'] ['1C']
  AnnotationAppliesToAllZPlanes (0x006A000F) ['CS'] ['M'] ['1C']
  CommonZCoordinateValue (0x006A0010) ['FD'] ['M'] ['1C']
  PointCoordinatesData (0x00660016) ['OF'] ['M'] ['1C']
  DoublePointCoordinatesData (0x00660022) ['OD'] ['M'] ['1C']
  LongPrimitivePointIndexList (0x00660040) ['OL'] ['M'] ['1C']
  RecommendedDisplayCIELabValue (0x0062000D) ['US'] ['M'] ['3']
  MeasurementsSequence (0x00660121) ['SQ'] ['M'] ['3']
    ConceptNameCodeSequence (0x0040A043) ['SQ'] ['M'] ['1']
      CodeValue (0x00080100) ['SH'] ['M'] ['1C']
      CodingSchemeDesignator (0x00080102) ['SH'] ['M'] ['1C']
      CodingSchemeVersion (0x00080103) ['SH'] ['M'] ['1C']
      CodeMeaning (0x00080104) ['LO'] ['M'] ['1']
      LongCodeValue (0x00080119) ['UC'] ['M'] ['1C']
      URNCodeValue (0x00080120) ['UR'] ['M'] ['1C']
      EquivalentCodeSequence (0x00080121) ['SQ'] ['M'] ['3']
        CodeValue (0x00080100) ['SH'] ['M'] ['1C']
        CodingSchemeDesignator (0x00080102) ['SH'] ['M'] ['1C']
        CodingSchemeVersion (0x00080103) ['SH'] ['M'] ['1C']
        CodeMeaning (0x00080104) ['LO'] ['M'] ['1']
        LongCodeValue (0x00080119) ['UC'] ['M'] ['1C']
        URNCodeValue (0x00080120) ['UR'] ['M'] ['1C']
        ContextIdentifier (0x0008010F) ['CS'] ['M'] ['3']
        ContextUID (0x00080117) ['UI'] ['M'] ['3']
        MappingResource (0x00080105) ['CS'] ['M'] ['1C']
        MappingResourceUID (0x00080118) ['UI'] ['M'] ['3']
        MappingResourceName (0x00080122) ['LO'] ['M'] ['3']
        ContextGroupVersion (0x00080106) ['DT'] ['M'] ['1C']
        ContextGroupExtensionFlag (0x0008010B) ['CS'] ['M'] ['3']
        ContextGroupLocalVersion (0x00080107) ['DT'] ['M'] ['1C']
        ContextGroupExtensionCreatorUID (0x0008010D) ['UI'] ['M'] ['1C']
      ContextIdentifier (0x0008010F) ['CS'] ['M'] ['3']
      ContextUID (0x00080117) ['UI'] ['M'] ['3']
      MappingResource (0x00080105) ['CS'] ['M'] ['1C']
      MappingResourceUID (0x00080118) ['UI'] ['M'] ['3']
      MappingResourceName (0x00080122) ['LO'] ['M'] ['3']
      ContextGroupVersion (0x00080106) ['DT'] ['M'] ['1C']
      ContextGroupExtensionFlag (0x0008010B) ['CS'] ['M'] ['3']
      ContextGroupLocalVersion (0x00080107) ['DT'] ['M'] ['1C']
      ContextGroupExtensionCreatorUID (0x0008010D) ['UI'] ['M'] ['1C']
    MeasurementUnitsCodeSequence (0x004008EA) ['SQ'] ['M'] ['1']
      CodeValue (0x00080100) ['SH'] ['M'] ['1C']
      CodingSchemeDesignator (0x00080102) ['SH'] ['M'] ['1C']
      CodingSchemeVersion (0x00080103) ['SH'] ['M'] ['1C']
      CodeMeaning (0x00080104) ['LO'] ['M'] ['1']
      LongCodeValue (0x00080119) ['UC'] ['M'] ['1C']
      URNCodeValue (0x00080120) ['UR'] ['M'] ['1C']
      EquivalentCodeSequence (0x00080121) ['SQ'] ['M'] ['3']
        CodeValue (0x00080100) ['SH'] ['M'] ['1C']
        CodingSchemeDesignator (0x00080102) ['SH'] ['M'] ['1C']
        CodingSchemeVersion (0x00080103) ['SH'] ['M'] ['1C']
        CodeMeaning (0x00080104) ['LO'] ['M'] ['1']
        LongCodeValue (0x00080119) ['UC'] ['M'] ['1C']
        URNCodeValue (0x00080120) ['UR'] ['M'] ['1C']
        ContextIdentifier (0x0008010F) ['CS'] ['M'] ['3']
        ContextUID (0x00080117) ['UI'] ['M'] ['3']
        MappingResource (0x00080105) ['CS'] ['M'] ['1C']
        MappingResourceUID (0x00080118) ['UI'] ['M'] ['3']
        MappingResourceName (0x00080122) ['LO'] ['M'] ['3']
        ContextGroupVersion (0x00080106) ['DT'] ['M'] ['1C']
        ContextGroupExtensionFlag (0x0008010B) ['CS'] ['M'] ['3']
        ContextGroupLocalVersion (0x00080107) ['DT'] ['M'] ['1C']
        ContextGroupExtensionCreatorUID (0x0008010D) ['UI'] ['M'] ['1C']
      ContextIdentifier (0x0008010F) ['CS'] ['M'] ['3']
      ContextUID (0x00080117) ['UI'] ['M'] ['3']
      MappingResource (0x00080105) ['CS'] ['M'] ['1C']
      MappingResourceUID (0x00080118) ['UI'] ['M'] ['3']
      MappingResourceName (0x00080122) ['LO'] ['M'] ['3']
      ContextGroupVersion (0x00080106) ['DT'] ['M'] ['1C']
      ContextGroupExtensionFlag (0x0008010B) ['CS'] ['M'] ['3']
      ContextGroupLocalVersion (0x00080107) ['DT'] ['M'] ['1C']
      ContextGroupExtensionCreatorUID (0x0008010D) ['UI'] ['M'] ['1C']
    MeasurementValuesSequence (0x00660132) ['SQ'] ['M'] ['1']
      FloatingPointValues (0x00660125) ['OF'] ['M'] ['1']
      AnnotationIndexList (0x006A0011) ['OL'] ['M'] ['1C']
ICCProfile (0x00282000) ['OB'] ['U'] ['1']
ColorSpace (0x00282002) ['CS'] ['U'] ['3']
ContainerIdentifier (0x00400512) ['LO'] ['U'] ['1']
IssuerOfTheContainerIdentifierSequence (0x00400513) ['SQ'] ['U'] ['2']
  LocalNamespaceEntityID (0x00400031) ['UT'] ['U'] ['1C']
  UniversalEntityID (0x00400032) ['UT'] ['U'] ['1C']
  UniversalEntityIDType (0x00400033) ['CS'] ['U'] ['1C']
AlternateContainerIdentifierSequence (0x00400515) ['SQ'] ['U'] ['3']
  ContainerIdentifier (0x00400512) ['LO'] ['U'] ['1']
  IssuerOfTheContainerIdentifierSequence (0x00400513) ['SQ'] ['U'] ['2']
    LocalNamespaceEntityID (0x00400031) ['UT'] ['U'] ['1C']
    UniversalEntityID (0x00400032) ['UT'] ['U'] ['1C']
    UniversalEntityIDType (0x00400033) ['CS'] ['U'] ['1C']
ContainerTypeCodeSequence (0x00400518) ['SQ'] ['U'] ['2']
  CodeValue (0x00080100) ['SH'] ['U'] ['1C']
  CodingSchemeDesignator (0x00080102) ['SH'] ['U'] ['1C']
  CodingSchemeVersion (0x00080103) ['SH'] ['U'] ['1C']
  CodeMeaning (0x00080104) ['LO'] ['U'] ['1']
  LongCodeValue (0x00080119) ['UC'] ['U'] ['1C']
  URNCodeValue (0x00080120) ['UR'] ['U'] ['1C']
  EquivalentCodeSequence (0x00080121) ['SQ'] ['U'] ['3']
    CodeValue (0x00080100) ['SH'] ['U'] ['1C']
    CodingSchemeDesignator (0x00080102) ['SH'] ['U'] ['1C']
    CodingSchemeVersion (0x00080103) ['SH'] ['U'] ['1C']
    CodeMeaning (0x00080104) ['LO'] ['U'] ['1']
    LongCodeValue (0x00080119) ['UC'] ['U'] ['1C']
    URNCodeValue (0x00080120) ['UR'] ['U'] ['1C']
    ContextIdentifier (0x0008010F) ['CS'] ['U'] ['3']
    ContextUID (0x00080117) ['UI'] ['U'] ['3']
    MappingResource (0x00080105) ['CS'] ['U'] ['1C']
    MappingResourceUID (0x00080118) ['UI'] ['U'] ['3']
    MappingResourceName (0x00080122) ['LO'] ['U'] ['3']
    ContextGroupVersion (0x00080106) ['DT'] ['U'] ['1C']
    ContextGroupExtensionFlag (0x0008010B) ['CS'] ['U'] ['3']
    ContextGroupLocalVersion (0x00080107) ['DT'] ['U'] ['1C']
    ContextGroupExtensionCreatorUID (0x0008010D) ['UI'] ['U'] ['1C']
  ContextIdentifier (0x0008010F) ['CS'] ['U'] ['3']
  ContextUID (0x00080117) ['UI'] ['U'] ['3']
  MappingResource (0x00080105) ['CS'] ['U'] ['1C']
  MappingResourceUID (0x00080118) ['UI'] ['U'] ['3']
  MappingResourceName (0x00080122) ['LO'] ['U'] ['3']
  ContextGroupVersion (0x00080106) ['DT'] ['U'] ['1C']
  ContextGroupExtensionFlag (0x0008010B) ['CS'] ['U'] ['3']
  ContextGroupLocalVersion (0x00080107) ['DT'] ['U'] ['1C']
  ContextGroupExtensionCreatorUID (0x0008010D) ['UI'] ['U'] ['1C']
ContainerDescription (0x0040051A) ['LO'] ['U'] ['3']
ContainerComponentSequence (0x00400520) ['SQ'] ['U'] ['3']
  ContainerComponentTypeCodeSequence (0x00500012) ['SQ'] ['U'] ['1']
    CodeValue (0x00080100) ['SH'] ['U'] ['1C']
    CodingSchemeDesignator (0x00080102) ['SH'] ['U'] ['1C']
    CodingSchemeVersion (0x00080103) ['SH'] ['U'] ['1C']
    CodeMeaning (0x00080104) ['LO'] ['U'] ['1']
    LongCodeValue (0x00080119) ['UC'] ['U'] ['1C']
    URNCodeValue (0x00080120) ['UR'] ['U'] ['1C']
    EquivalentCodeSequence (0x00080121) ['SQ'] ['U'] ['3']
      CodeValue (0x00080100) ['SH'] ['U'] ['1C']
      CodingSchemeDesignator (0x00080102) ['SH'] ['U'] ['1C']
      CodingSchemeVersion (0x00080103) ['SH'] ['U'] ['1C']
      CodeMeaning (0x00080104) ['LO'] ['U'] ['1']
      LongCodeValue (0x00080119) ['UC'] ['U'] ['1C']
      URNCodeValue (0x00080120) ['UR'] ['U'] ['1C']
      ContextIdentifier (0x0008010F) ['CS'] ['U'] ['3']
      ContextUID (0x00080117) ['UI'] ['U'] ['3']
      MappingResource (0x00080105) ['CS'] ['U'] ['1C']
      MappingResourceUID (0x00080118) ['UI'] ['U'] ['3']
      MappingResourceName (0x00080122) ['LO'] ['U'] ['3']
      ContextGroupVersion (0x00080106) ['DT'] ['U'] ['1C']
      ContextGroupExtensionFlag (0x0008010B) ['CS'] ['U'] ['3']
      ContextGroupLocalVersion (0x00080107) ['DT'] ['U'] ['1C']
      ContextGroupExtensionCreatorUID (0x0008010D) ['UI'] ['U'] ['1C']
    ContextIdentifier (0x0008010F) ['CS'] ['U'] ['3']
    ContextUID (0x00080117) ['UI'] ['U'] ['3']
    MappingResource (0x00080105) ['CS'] ['U'] ['1C']
    MappingResourceUID (0x00080118) ['UI'] ['U'] ['3']
    MappingResourceName (0x00080122) ['LO'] ['U'] ['3']
    ContextGroupVersion (0x00080106) ['DT'] ['U'] ['1C']
    ContextGroupExtensionFlag (0x0008010B) ['CS'] ['U'] ['3']
    ContextGroupLocalVersion (0x00080107) ['DT'] ['U'] ['1C']
    ContextGroupExtensionCreatorUID (0x0008010D) ['UI'] ['U'] ['1C']
  Manufacturer (0x00080070) ['LO'] ['U'] ['3']
  ManufacturerModelName (0x00081090) ['LO'] ['U'] ['3']
  ContainerComponentID (0x0050001B) ['LO'] ['U'] ['3']
  ContainerComponentLength (0x0050001C) ['FD'] ['U'] ['3']
  ContainerComponentWidth (0x00500015) ['FD'] ['U'] ['3']
  ContainerComponentDiameter (0x0050001D) ['FD'] ['U'] ['3']
  ContainerComponentThickness (0x00500013) ['FD'] ['U'] ['3']
  ContainerComponentMaterial (0x0050001A) ['CS'] ['U'] ['3']
  ContainerComponentDescription (0x0050001E) ['LO'] ['U'] ['3']
SpecimenDescriptionSequence (0x00400560) ['SQ'] ['U'] ['1']
  SpecimenIdentifier (0x00400551) ['LO'] ['U'] ['1']
  IssuerOfTheSpecimenIdentifierSequence (0x00400562) ['SQ'] ['U'] ['2']
    LocalNamespaceEntityID (0x00400031) ['UT'] ['U'] ['1C']
    UniversalEntityID (0x00400032) ['UT'] ['U'] ['1C']
    UniversalEntityIDType (0x00400033) ['CS'] ['U'] ['1C']
  SpecimenUID (0x00400554) ['UI'] ['U'] ['1']
  SpecimenTypeCodeSequence (0x0040059A) ['SQ'] ['U'] ['3']
    CodeValue (0x00080100) ['SH'] ['U'] ['1C']
    CodingSchemeDesignator (0x00080102) ['SH'] ['U'] ['1C']
    CodingSchemeVersion (0x00080103) ['SH'] ['U'] ['1C']
    CodeMeaning (0x00080104) ['LO'] ['U'] ['1']
    LongCodeValue (0x00080119) ['UC'] ['U'] ['1C']
    URNCodeValue (0x00080120) ['UR'] ['U'] ['1C']
    EquivalentCodeSequence (0x00080121) ['SQ'] ['U'] ['3']
      CodeValue (0x00080100) ['SH'] ['U'] ['1C']
      CodingSchemeDesignator (0x00080102) ['SH'] ['U'] ['1C']
      CodingSchemeVersion (0x00080103) ['SH'] ['U'] ['1C']
      CodeMeaning (0x00080104) ['LO'] ['U'] ['1']
      LongCodeValue (0x00080119) ['UC'] ['U'] ['1C']
      URNCodeValue (0x00080120) ['UR'] ['U'] ['1C']
      ContextIdentifier (0x0008010F) ['CS'] ['U'] ['3']
      ContextUID (0x00080117) ['UI'] ['U'] ['3']
      MappingResource (0x00080105) ['CS'] ['U'] ['1C']
      MappingResourceUID (0x00080118) ['UI'] ['U'] ['3']
      MappingResourceName (0x00080122) ['LO'] ['U'] ['3']
      ContextGroupVersion (0x00080106) ['DT'] ['U'] ['1C']
      ContextGroupExtensionFlag (0x0008010B) ['CS'] ['U'] ['3']
      ContextGroupLocalVersion (0x00080107) ['DT'] ['U'] ['1C']
      ContextGroupExtensionCreatorUID (0x0008010D) ['UI'] ['U'] ['1C']
    ContextIdentifier (0x0008010F) ['CS'] ['U'] ['3']
    ContextUID (0x00080117) ['UI'] ['U'] ['3']
    MappingResource (0x00080105) ['CS'] ['U'] ['1C']
    MappingResourceUID (0x00080118) ['UI'] ['U'] ['3']
    MappingResourceName (0x00080122) ['LO'] ['U'] ['3']
    ContextGroupVersion (0x00080106) ['DT'] ['U'] ['1C']
    ContextGroupExtensionFlag (0x0008010B) ['CS'] ['U'] ['3']
    ContextGroupLocalVersion (0x00080107) ['DT'] ['U'] ['1C']
    ContextGroupExtensionCreatorUID (0x0008010D) ['UI'] ['U'] ['1C']
  SpecimenShortDescription (0x00400600) ['LO'] ['U'] ['3']
  SpecimenDetailedDescription (0x00400602) ['UT'] ['U'] ['3']
  SpecimenPreparationSequence (0x00400610) ['SQ'] ['U'] ['2']
    SpecimenPreparationStepContentItemSequence (0x00400612) ['SQ'] ['U'] ['1']
      ValueType (0x0040A040) ['CS'] ['U'] ['1']
      ObservationDateTime (0x0040A032) ['DT'] ['U'] ['3']
      ObservationStartDateTime (0x0040A033) ['DT'] ['U'] ['3']
      ConceptNameCodeSequence (0x0040A043) ['SQ'] ['U'] ['1']
        CodeValue (0x00080100) ['SH'] ['U'] ['1C']
        CodingSchemeDesignator (0x00080102) ['SH'] ['U'] ['1C']
        CodingSchemeVersion (0x00080103) ['SH'] ['U'] ['1C']
        CodeMeaning (0x00080104) ['LO'] ['U'] ['1']
        LongCodeValue (0x00080119) ['UC'] ['U'] ['1C']
        URNCodeValue (0x00080120) ['UR'] ['U'] ['1C']
        EquivalentCodeSequence (0x00080121) ['SQ'] ['U'] ['3']
          CodeValue (0x00080100) ['SH'] ['U'] ['1C']
          CodingSchemeDesignator (0x00080102) ['SH'] ['U'] ['1C']
          CodingSchemeVersion (0x00080103) ['SH'] ['U'] ['1C']
          CodeMeaning (0x00080104) ['LO'] ['U'] ['1']
          LongCodeValue (0x00080119) ['UC'] ['U'] ['1C']
          URNCodeValue (0x00080120) ['UR'] ['U'] ['1C']
          ContextIdentifier (0x0008010F) ['CS'] ['U'] ['3']
          ContextUID (0x00080117) ['UI'] ['U'] ['3']
          MappingResource (0x00080105) ['CS'] ['U'] ['1C']
          MappingResourceUID (0x00080118) ['UI'] ['U'] ['3']
          MappingResourceName (0x00080122) ['LO'] ['U'] ['3']
          ContextGroupVersion (0x00080106) ['DT'] ['U'] ['1C']
          ContextGroupExtensionFlag (0x0008010B) ['CS'] ['U'] ['3']
          ContextGroupLocalVersion (0x00080107) ['DT'] ['U'] ['1C']
          ContextGroupExtensionCreatorUID (0x0008010D) ['UI'] ['U'] ['1C']
        ContextIdentifier (0x0008010F) ['CS'] ['U'] ['3']
        ContextUID (0x00080117) ['UI'] ['U'] ['3']
        MappingResource (0x00080105) ['CS'] ['U'] ['1C']
        MappingResourceUID (0x00080118) ['UI'] ['U'] ['3']
        MappingResourceName (0x00080122) ['LO'] ['U'] ['3']
        ContextGroupVersion (0x00080106) ['DT'] ['U'] ['1C']
        ContextGroupExtensionFlag (0x0008010B) ['CS'] ['U'] ['3']
        ContextGroupLocalVersion (0x00080107) ['DT'] ['U'] ['1C']
        ContextGroupExtensionCreatorUID (0x0008010D) ['UI'] ['U'] ['1C']
      DateTime (0x0040A120) ['DT'] ['U'] ['1C']
      Date (0x0040A121) ['DA'] ['U'] ['1C']
      Time (0x0040A122) ['TM'] ['U'] ['1C']
      PersonName (0x0040A123) ['PN'] ['U'] ['1C']
      UID (0x0040A124) ['UI'] ['U'] ['1C']
      TextValue (0x0040A160) ['UT'] ['U'] ['1C']
      ConceptCodeSequence (0x0040A168) ['SQ'] ['U'] ['1C']
        CodeValue (0x00080100) ['SH'] ['U'] ['1C']
        CodingSchemeDesignator (0x00080102) ['SH'] ['U'] ['1C']
        CodingSchemeVersion (0x00080103) ['SH'] ['U'] ['1C']
        CodeMeaning (0x00080104) ['LO'] ['U'] ['1']
        LongCodeValue (0x00080119) ['UC'] ['U'] ['1C']
        URNCodeValue (0x00080120) ['UR'] ['U'] ['1C']
        EquivalentCodeSequence (0x00080121) ['SQ'] ['U'] ['3']
          CodeValue (0x00080100) ['SH'] ['U'] ['1C']
          CodingSchemeDesignator (0x00080102) ['SH'] ['U'] ['1C']
          CodingSchemeVersion (0x00080103) ['SH'] ['U'] ['1C']
          CodeMeaning (0x00080104) ['LO'] ['U'] ['1']
          LongCodeValue (0x00080119) ['UC'] ['U'] ['1C']
          URNCodeValue (0x00080120) ['UR'] ['U'] ['1C']
          ContextIdentifier (0x0008010F) ['CS'] ['U'] ['3']
          ContextUID (0x00080117) ['UI'] ['U'] ['3']
          MappingResource (0x00080105) ['CS'] ['U'] ['1C']
          MappingResourceUID (0x00080118) ['UI'] ['U'] ['3']
          MappingResourceName (0x00080122) ['LO'] ['U'] ['3']
          ContextGroupVersion (0x00080106) ['DT'] ['U'] ['1C']
          ContextGroupExtensionFlag (0x0008010B) ['CS'] ['U'] ['3']
          ContextGroupLocalVersion (0x00080107) ['DT'] ['U'] ['1C']
          ContextGroupExtensionCreatorUID (0x0008010D) ['UI'] ['U'] ['1C']
        ContextIdentifier (0x0008010F) ['CS'] ['U'] ['3']
        ContextUID (0x00080117) ['UI'] ['U'] ['3']
        MappingResource (0x00080105) ['CS'] ['U'] ['1C']
        MappingResourceUID (0x00080118) ['UI'] ['U'] ['3']
        MappingResourceName (0x00080122) ['LO'] ['U'] ['3']
        ContextGroupVersion (0x00080106) ['DT'] ['U'] ['1C']
        ContextGroupExtensionFlag (0x0008010B) ['CS'] ['U'] ['3']
        ContextGroupLocalVersion (0x00080107) ['DT'] ['U'] ['1C']
        ContextGroupExtensionCreatorUID (0x0008010D) ['UI'] ['U'] ['1C']
      NumericValue (0x0040A30A) ['DS'] ['U'] ['1C']
      FloatingPointValue (0x0040A161) ['FD'] ['U'] ['1C']
      RationalNumeratorValue (0x0040A162) ['SL'] ['U'] ['1C']
      RationalDenominatorValue (0x0040A163) ['UL'] ['U'] ['1C']
      MeasurementUnitsCodeSequence (0x004008EA) ['SQ'] ['U'] ['1C']
        CodeValue (0x00080100) ['SH'] ['U'] ['1C']
        CodingSchemeDesignator (0x00080102) ['SH'] ['U'] ['1C']
        CodingSchemeVersion (0x00080103) ['SH'] ['U'] ['1C']
        CodeMeaning (0x00080104) ['LO'] ['U'] ['1']
        LongCodeValue (0x00080119) ['UC'] ['U'] ['1C']
        URNCodeValue (0x00080120) ['UR'] ['U'] ['1C']
        EquivalentCodeSequence (0x00080121) ['SQ'] ['U'] ['3']
          CodeValue (0x00080100) ['SH'] ['U'] ['1C']
          CodingSchemeDesignator (0x00080102) ['SH'] ['U'] ['1C']
          CodingSchemeVersion (0x00080103) ['SH'] ['U'] ['1C']
          CodeMeaning (0x00080104) ['LO'] ['U'] ['1']
          LongCodeValue (0x00080119) ['UC'] ['U'] ['1C']
          URNCodeValue (0x00080120) ['UR'] ['U'] ['1C']
          ContextIdentifier (0x0008010F) ['CS'] ['U'] ['3']
          ContextUID (0x00080117) ['UI'] ['U'] ['3']
          MappingResource (0x00080105) ['CS'] ['U'] ['1C']
          MappingResourceUID (0x00080118) ['UI'] ['U'] ['3']
          MappingResourceName (0x00080122) ['LO'] ['U'] ['3']
          ContextGroupVersion (0x00080106) ['DT'] ['U'] ['1C']
          ContextGroupExtensionFlag (0x0008010B) ['CS'] ['U'] ['3']
          ContextGroupLocalVersion (0x00080107) ['DT'] ['U'] ['1C']
          ContextGroupExtensionCreatorUID (0x0008010D) ['UI'] ['U'] ['1C']
        ContextIdentifier (0x0008010F) ['CS'] ['U'] ['3']
        ContextUID (0x00080117) ['UI'] ['U'] ['3']
        MappingResource (0x00080105) ['CS'] ['U'] ['1C']
        MappingResourceUID (0x00080118) ['UI'] ['U'] ['3']
        MappingResourceName (0x00080122) ['LO'] ['U'] ['3']
        ContextGroupVersion (0x00080106) ['DT'] ['U'] ['1C']
        ContextGroupExtensionFlag (0x0008010B) ['CS'] ['U'] ['3']
        ContextGroupLocalVersion (0x00080107) ['DT'] ['U'] ['1C']
        ContextGroupExtensionCreatorUID (0x0008010D) ['UI'] ['U'] ['1C']
      ReferencedSOPSequence (0x00081199) ['SQ'] ['U'] ['1C']
        ReferencedSOPClassUID (0x00081150) ['UI'] ['U'] ['1']
        ReferencedSOPInstanceUID (0x00081155) ['UI'] ['U'] ['1']
        ReferencedFrameNumber (0x00081160) ['IS'] ['U'] ['1C']
        ReferencedSegmentNumber (0x0062000B) ['US'] ['U'] ['1C']
        ReferencedWaveformChannels (0x0040A0B0) ['US'] ['U'] ['1C']
  PrimaryAnatomicStructureSequence (0x00082228) ['SQ'] ['U'] ['3']
    CodeValue (0x00080100) ['SH'] ['U'] ['1C']
    CodingSchemeDesignator (0x00080102) ['SH'] ['U'] ['1C']
    CodingSchemeVersion (0x00080103) ['SH'] ['U'] ['1C']
    CodeMeaning (0x00080104) ['LO'] ['U'] ['1']
    LongCodeValue (0x00080119) ['UC'] ['U'] ['1C']
    URNCodeValue (0x00080120) ['UR'] ['U'] ['1C']
    EquivalentCodeSequence (0x00080121) ['SQ'] ['U'] ['3']
      CodeValue (0x00080100) ['SH'] ['U'] ['1C']
      CodingSchemeDesignator (0x00080102) ['SH'] ['U'] ['1C']
      CodingSchemeVersion (0x00080103) ['SH'] ['U'] ['1C']
      CodeMeaning (0x00080104) ['LO'] ['U'] ['1']
      LongCodeValue (0x00080119) ['UC'] ['U'] ['1C']
      URNCodeValue (0x00080120) ['UR'] ['U'] ['1C']
      ContextIdentifier (0x0008010F) ['CS'] ['U'] ['3']
      ContextUID (0x00080117) ['UI'] ['U'] ['3']
      MappingResource (0x00080105) ['CS'] ['U'] ['1C']
      MappingResourceUID (0x00080118) ['UI'] ['U'] ['3']
      MappingResourceName (0x00080122) ['LO'] ['U'] ['3']
      ContextGroupVersion (0x00080106) ['DT'] ['U'] ['1C']
      ContextGroupExtensionFlag (0x0008010B) ['CS'] ['U'] ['3']
      ContextGroupLocalVersion (0x00080107) ['DT'] ['U'] ['1C']
      ContextGroupExtensionCreatorUID (0x0008010D) ['UI'] ['U'] ['1C']
    ContextIdentifier (0x0008010F) ['CS'] ['U'] ['3']
